Intervalo;Cantidad Agentes Únicos;Cantidad Agentes Simultáneos;Grupo;Login Id;Agente;LogIn;Internas Entrantes No Atendidas;Internas Entrantes Atendidas;Internas Salientes No Atendidas;Internas Salientes Atendidas;Entrantes No Atendidas;Entrantes Atendidas;Salientes No Atendidas;Salientes Atendidas;Discador No Atendidas;Discador Atendidas;Transfer In;Transfer Out;Unstaffed;Avail;Preview;Dial;Ring;Connect;Hold;ACW;Not Ready;Break;Lunch;Coaching;Administrativo;Baño;Llamada_Manual;Tipo de Break 6;Tipo de Break 7;Tipo de Break 8;Tipo de Break 9;Auxiliar Total;Auxiliar %;Tiempo Real de Logueo;Utilización;Connect % Real;Ring % Real;Avail % Real;AHT;ATT;Avail Count;Hold Count;Not Ready Count;Avail Max;Hold Max;Not Ready Max;Talking Time Internas Entrantes;Talking Time Internas Salientes;Tipificación Otro;Tipificación Exitoso;Tipificación No Exitoso;Tipificación No Efectivo;Tipificación Neutro;FechaRango;CE;%CE;Exitos / CE;Exitos por Hora Real;idAgente;idGrupo
19/2/2025 15:00:00;;;Mendoza1;mza9;MZA 9;329;"0";"0";"0";"0";"0";"0";"0";"0";"0";7;"0";"0";1471;86;"0";2;1;103;"0";46;85;"0";"0";"0";"0";"0";7;"0";"0";"0";"0";7;"0,0209747313248365";237;"0,632008799322351";"0,434677252824591";"0,00263811101137422";"0,36166563417913";21,5714285714286;14,7142857142857;7;"0";1;35;"0";85;"0";"0";"0";"0";6;"0";"0";;6;1;"0";"0";2220;
19/2/2025 15:30:00;;;Mendoza1;mza12;MZA 12;1652;"0";"0";"0";"0";"0";"0";"0";"0";"0";19;"0";"0";148;337;"0";4;2;778;"0";518;13;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1639;"0,792128302471527";"0,474567606297992";"0,00125671902385875";"0,205619974267763";68,5263157894737;40,9473684210526;20;"0";1;35;"0";13;"0";"0";"0";6;12;"0";"0";;18;1;"0,333333333333333";13,1787675411836;2234;
19/2/2025 15:30:00;;;Mendoza1;mza14;MZA 14;1380;"0";"0";"0";"0";"0";"0";"0";"0";"0";17;"0";"0";420;330;"0";4;2;292;"0";664;88;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1292;"0,741850427552176";"0,226321333185773";"0,00128161173510571";"0,255368877421112";56,5882352941176;17,1764705882353;17;"0";1;32;"0";88;"0";"0";"0";"0";15;"0";"0";;15;1;"0";"0";2236;
19/2/2025 15:30:00;;;Mendoza1;mza16;MZA 16;1383;"0";"0";"0";"0";"0";"0";"0";3;"0";21;"0";"0";417;375;"0";7;10;675;"0";137;97;"0";"0";"0";"0";"0";81;"0";"0";"0";"0";81;"0,058266285166393";1205;"0,682659423410953";"0,560580522712769";"0,00844327264368045";"0,31148074288185";34,5833333333333;28,125;27;"0";3;51;"0";86;"0";"0";"0";1;22;"0";"0";;23;1;"0,0434782608695652";2,98755186721992;2238;
19/2/2025 15:30:00;;;Mendoza1;mza18;MZA 18;1784;"0";"0";"0";"0";"0";"0";"0";1;"0";21;"0";"0";16;346;"0";6;11;756;"0";572;93;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1691;"0,792056136931921";"0,447170892329123";"0,00679243631943135";"0,204404559115422";61,1818181818182;34,3636363636364;23;"0";1;46;"0";93;"0";"0";"0";15;4;"0";"0";;19;1;"0,789473684210526";31,9337670017741;2240;
19/2/2025 15:30:00;;;Mendoza1;mza2;MZA 2;314;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1486;"0";"0";"0";"0";"0";"0";"0";78;"0";"0";"0";236;"0";"0";"0";"0";"0";"0";236;"0,752392146370053";"0";"0";"0";"0";"0";"0";"0";"0";"0";1;"0";"0";78;"0";"0";"0";"0";"0";"0";"0";;"0";"0";"0";"0";2213;
19/2/2025 15:30:00;;;Mendoza1;mza20;MZA 20;869;"0";"0";"0";"0";"0";"0";"0";4;"0";4;"0";"0";931;102;"0";5;61;77;"0";382;243;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";626;"0,830139208691681";"0,123157696397947";"0,0971554672704685";"0,162378204370751";65,625;9,625;5;"0";3;34;"0";129;"0";"0";"0";3;1;"0";"0";;4;1;"0,75";17,2523961661342;2316;
19/2/2025 15:30:00;;;Mendoza1;mza21;MZA 21;1119;"0";"0";"0";"0";"0";"0";"0";"0";"0";16;"0";"0";681;278;"0";3;2;430;"0";391;15;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1104;"0,744714956787759";"0,389162842634629";"0,00144538901884711";"0,252130726199306";51,625;26,875;17;"0";1;32;"0";15;"0";"0";"0";6;9;"0";"0";;15;1;"0,4";19,5652173913043;2564;
19/2/2025 15:30:00;;;Mendoza1;mza22;MZA 22;1606;"0";"0";"0";"0";"0";"0";"0";2;"0";16;"0";"0";194;332;"0";7;39;481;"0";655;35;"0";"0";"0";"0";"0";57;"0";"0";"0";"0";57;"0,0354484313726711";1514;"0,776099354664877";"0,317770093749257";"0,02578698921976";"0,21911742563325";65,6666666666667;26,7222222222222;19;"0";2;50;"0";41;"0";"0";"0";3;12;"0";"0";;15;1;"0,2";7,1334214002642;2565;
19/2/2025 15:30:00;;;Mendoza1;mza26;MZA 26;1797;"0";"0";"0";"0";"0";"0";"0";"0";"0";18;"0";"0";3;284;"0";4;2;509;"0";301;696;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1101;"0,738137435424136";"0,46247082901465";"0,00181498259960376";"0,258173553396189";45,3888888888889;28,2777777777778;18;"0";2;48;"0";897;"0";"0";"0";17;"0";"0";"0";;17;1;1;55,5858310626703;2574;
19/2/2025 15:30:00;;;Mendoza1;mza27;MZA 27;462;"0";"0";"0";"0";"0";"0";"0";"0";"0";7;"0";"0";"0";64;"0";1;1;107;"0";79;23;188;"0";"0";"0";"0";"0";"0";"0";"0";"0";188;"0,407256755177057";251;"0,741085684933961";"0,425398481331204";"0,00280320616705357";"0,253005283884352";26,8571428571429;15,2857142857143;9;"0";1;26;"0";23;"0";"0";"0";1;5;"0";"0";;6;1;"0,166666666666667";14,3426294820717;2575;
19/2/2025 15:30:00;;;Mendoza1;mza28;MZA 28;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1800;"0";"0";"0";"0";1800;1;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;"0";"0";"0";"0";2881;
19/2/2025 15:30:00;;;Mendoza1;mza30;MZA 30;224;"0";"0";"0";"0";"0";"0";"0";1;"0";"0";"0";"0";1576;"0";"0";1;9;145;"0";"0";34;"0";"0";"0";"0";"0";35;"0";"0";"0";"0";35;"0,154374472154325";155;"0,992851853044402";"0,933683227613742";"0,0591686254306598";"0";155;145;"0";"0";1;"0";"0";34;"0";"0";"0";"0";"0";"0";"0";;"0";"0";"0";"0";2578;
19/2/2025 15:30:00;;;Mendoza1;mza32;MZA 32;1800;"0";"0";"0";"0";"0";"0";"0";1;"0";30;"0";"0";"0";508;"0";8;16;560;"0";694;"0";"0";"0";"0";"0";"0";14;"0";"0";"0";"0";14;"0,00762222222222222";1786;"0,711395749826455";"0,313533712519874";"0,00915757887901113";"0,284309850639317";41,2258064516129;18,0645161290323;31;"0";"0";46;"0";"0";"0";"0";"0";6;25;"0";"0";;31;1;"0,193548387096774";12,0940649496081;2580;
19/2/2025 15:30:00;;;Mendoza1;mza38;MZA 38;1800;"0";"0";"0";"0";"0";"0";"0";2;"0";19;"0";"0";"0";267;"0";7;42;560;"0";205;"0";720;"0";"0";"0";"0";"0";"0";"0";"0";"0";720;"0,400104444444444";1080;"0,746700351542676";"0,518379125255137";"0,0386076465162454";"0,247252299474353";38,7142857142857;26,6666666666667;23;1;"0";37;"0";"0";"0";"0";"0";20;2;"0";"0";;22;1;"0,909090909090909";66,6666666666667;2782;
19/2/2025 15:30:00;;;Mendoza1;mza39;MZA 39;874;"0";"0";"0";"0";"0";"0";"0";5;"0";1;"0";"0";926;19;"0";5;25;474;"0";29;42;213;"0";"0";"0";"0";66;"0";"0";"0";"0";280;"0,319746949841844";552;"0,956430960456479";"0,85880806262642";"0,0454179169073587";"0,0347212287700529";88,8333333333333;79;6;"0";1;5;"0";42;"0";"0";"0";1;1;"0";"0";;2;1;"0,5";6,52173913043478;2832;
19/2/2025 15:30:00;;;Mendoza1;mza40;MZA 40;1112;"0";"0";"0";"0";"0";"0";"0";"0";"0";12;"0";"0";688;169;"0";3;1;698;"0";176;65;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1047;"0,835742496880667";"0,667103596261768";"0,000955385412029067";"0,161780188745942";73,0833333333333;58,1666666666667;15;"0";2;41;"0";8;"0";"0";"0";10;2;"0";"0";;12;1;"0,833333333333333";34,3839541547278;2833;
19/2/2025 15:30:00;;;Mendoza1;mza42;MZA 42;803;"0";"0";"0";"0";"0";"0";"0";"0";"0";18;"0";"0";997;275;"0";4;2;381;"0";141;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";803;"0,652661789883269";"0,474083112840467";"0,00258988326848249";"0,342459766536965";29,3333333333333;21,1666666666667;19;"0";"0";41;"0";"0";"0";"0";"0";18;"0";"0";"0";;18;1;1;80,6973848069738;2858;
19/2/2025 15:30:00;;;Mendoza1;mza43;MZA 43;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1800;1;1;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;"0";"0";"0";"0";2859;
19/2/2025 15:30:00;;;Mendoza1;mza44;MZA 44;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";19;"0";"0";"0";418;"0";4;2;573;"0";715;88;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1712;"0,753231640635953";"0,334692117881278";"0,00096738917084934";"0,244158862126013";68,1052631578947;30,1578947368421;22;"0";3;45;"0";39;"0";"0";"0";13;3;"0";"0";;16;1;"0,8125";27,3364485981308;2993;
19/2/2025 15:30:00;;;Mendoza1;mza45;MZA 45;1302;"0";"0";"0";"0";"0";"0";"0";"0";"0";18;"0";"0";498;291;"0";6;9;351;"0";594;50;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1251;"0,762989309621341";"0,280817664102308";"0,00703366969727245";"0,232465980617444";53,3333333333333;19,5;19;1;2;34;"0";32;"0";"0";"0";"0";16;"0";"0";;16;1;"0";"0";2994;
19/2/2025 15:30:00;;;Mendoza1;mza46;MZA 46;958;"0";"0";"0";"0";"0";"0";"0";"0";"0";1;"0";"0";842;6;"0";"0";"0";937;"0";6;8;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";950;"0,993239336949551";"0,986409171755593";"0,000131632847555473";"0,00651424635982523";943;937;2;"0";1;4;"0";8;"0";"0";"0";1;"0";"0";"0";;1;1;1;3,78947368421053;2995;
19/2/2025 15:30:00;;;Mendoza1;mza47;MZA 47;1348;"0";"0";"0";"0";"0";"0";"0";"0";"0";9;"0";"0";452;177;"0";2;1;250;"0";912;7;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1341;"0,866753045757559";"0,186042818781339";"0,000688100410474633";"0,131990034099364";129,333333333333;27,7777777777778;10;"0";1;43;"0";7;"0";"0";"0";"0";1;"0";"0";;1;1;"0";"0";2996;
19/2/2025 15:30:00;;;Mendoza1;mza48;MZA 48;1123;"0";"0";"0";"0";"0";"0";"0";"0";"0";6;"0";"0";677;152;"0";1;1;293;"0";396;281;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";842;"0,818251903590986";"0,347502464868204";"0,000800636708123968";"0,180486559043988";115;48,8333333333333;7;"0";3;47;"0";208;"0";"0";"0";"0";4;"0";"0";;4;1;"0";"0";3208;
19/2/2025 15:30:00;;;Mendoza1;mza49;MZA 49;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";26;"0";"0";"0";332;"0";6;2;917;"0";543;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1800;"0,812397777777778";"0,509408888888889";"0,00136166666666667";"0,184390555555556";56,4615384615385;35,2692307692308;26;"0";"0";25;"0";"0";"0";"0";"0";"0";26;"0";"0";;26;1;"0";"0";3209;
19/2/2025 15:30:00;;;Mendoza1;mza5;MZA 5;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";21;"0";"0";"0";358;"0";4;2;521;"0";213;"0";"0";"0";"0";"0";"0";702;"0";"0";"0";"0";702;"0,389898888888889";1098;"0,669945418883209";"0,474083530780872";"0,0019486751740604";"0,326172710898558";35,2380952380952;24,8095238095238;25;"0";"0";32;"0";"0";"0";"0";"0";7;15;"0";"0";;22;1;"0,318181818181818";22,9508196721311;2216;
19/2/2025 15:30:00;;;Mendoza1;mza7;MZA 7;988;"0";"0";"0";"0";"0";"0";"0";"0";"0";5;"0";"0";812;95;"0";1;1;289;"0";70;11;170;"0";"0";49;"0";304;"0";"0";"0";"0";522;"0,528454543982381";455;"0,790140436601399";"0,634658311948536";"0,00116884029950434";"0,207763560305129";72,2;57,8;6;"0";1;35;"0";11;"0";"0";"0";2;2;"0";"0";;4;1;"0,5";15,8241758241758;2218;
19/2/2025 15:30:00;;;Mendoza1;mza9;MZA 9;1797;"0";"0";"0";"0";"0";"0";"0";"0";"0";26;"0";"0";3;405;"0";6;3;436;"0";917;31;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1767;"0,767674148863122";"0,247077777067039";"0,00144971919827868";"0,229167716264876";52,3846153846154;16,7692307692308;27;"0";1;41;"0";31;"0";"0";"0";2;21;"0";"0";;23;1;"0,0869565217391304";4,07470288624788;2220;
19/2/2025 16:00:00;;;Mendoza1;mza12;MZA 12;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";30;"0";"0";"0";498;"0";6;3;683;"0";610;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1800;"0,719969444444444";"0,379467777777778";"0,00168222222222222";"0,276581666666667";43,4;22,7666666666667;30;"0";"0";40;"0";"0";"0";"0";"0";11;19;"0";"0";;30;1;"0,366666666666667";22;2234;
19/2/2025 16:00:00;;;Mendoza1;mza14;MZA 14;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";23;"0";"0";"0";407;"0";5;3;1083;"0";303;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1800;"0,771036111111111";"0,601436666666667";"0,00140888888888889";"0,225978888888889";60,5652173913044;47,0869565217391;24;"0";"0";50;"0";"0";"0";"0";"0";1;22;"0";"0";;23;1;"0,0434782608695652";2;2236;
19/2/2025 16:00:00;;;Mendoza1;mza16;MZA 16;1323;"0";"0";"0";"0";"0";"0";"0";"0";"0";27;"0";"0";477;440;"0";6;3;552;"0";182;64;"0";"0";"0";"0";"0";75;"0";"0";"0";"0";75;"0,0569268439820593";1183;"0,623157245301995";"0,466912606753633";"0,00243066560177144";"0,37197381710002";27,5185185185185;20,4444444444444;31;"0";4;39;"0";38;"0";"0";"0";1;23;"0";"0";;24;1;"0,0416666666666667";3,04311073541843;2238;
19/2/2025 16:00:00;;;Mendoza1;mza18;MZA 18;1731;"0";"0";"0";"0";"0";"0";"0";"0";"0";17;"0";"0";69;294;"0";4;2;748;"0";646;38;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1693;"0,824405022027472";"0,44202109440514";"0,00107066507612175";"0,173361522198731";82,3529411764706;44;18;"0";1;41;"0";38;"0";"0";"0";14;2;"0";"0";;16;1;"0,875";29,7696396928529;2240;
19/2/2025 16:00:00;;;Mendoza1;mza2;MZA 2;1797;"0";"0";"0";"0";"0";"0";"0";"0";"0";24;"0";"0";3;451;"0";5;2;570;"0";250;82;190;"0";"0";84;162;"0";"0";"0";"0";"0";436;"0,242809389855253";1279;"0,643131594462176";"0,445792289395534";"0,00190552296714243";"0,352922870497938";34,5;23,75;26;"0";2;36;"0";50;"0";"0";"0";10;14;"0";"0";;24;1;"0,416666666666667";28,1469898358092;2213;
19/2/2025 16:00:00;;;Mendoza1;mza20;MZA 20;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";19;"0";"0";"0";335;"0";4;12;811;"0";637;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1800;"0,811285555555556";"0,450352222222222";"0,00687833333333333";"0,186361666666667";77,1052631578947;42,6842105263158;19;"0";"0";49;"0";"0";"0";"0";"0";17;"0";"0";"0";;17;1;1;34;2316;
19/2/2025 16:00:00;;;Mendoza1;mza21;MZA 21;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";33;"0";"0";"0";520;"0";7;3;502;"0";755;"0";"0";"0";"0";"0";"0";13;"0";"0";"0";"0";13;"0,00733";1787;"0,7048717096316";"0,28070310934707";"0,00182616355664801";"0,291156398624137";38,3939393939394;15,2121212121212;34;"0";"0";51;"0";"0";"0";"0";"0";11;21;"0";"0";;32;1;"0,34375";22,1600447677672;2564;
19/2/2025 16:00:00;;;Mendoza1;mza22;MZA 22;1495;"0";"0";"0";"0";"0";"0";"0";1;"0";8;"0";"0";305;192;"0";3;10;821;"0";424;33;"0";"0";"0";"0";"0";12;"0";"0";"0";"0";12;"0,00796468168364019";1450;"0,865249092638146";"0,566238622203005";"0,00670237496750186";"0,13258344522348";139,777777777778;91,2222222222222;9;"0";1;56;"0";33;"0";"0";"0";"0";7;"0";"0";;7;1;"0";"0";2565;
19/2/2025 16:00:00;;;Mendoza1;mza26;MZA 26;1781;"0";"0";"0";"0";"0";"0";"0";"0";"0";12;"0";"0";19;194;"0";3;36;797;"0";406;61;"0";"0";"0";"0";"0";283;"0";"0";"0";"0";283;"0,159035949803647";1437;"0,862673071489121";"0,555002178400567";"0,0248073194259045";"0,134925120090421";103,583333333333;66,4166666666667;13;"0";1;35;"0";61;"0";"0";"0";8;"0";"0";"0";;8;1;1;20,0417536534447;2574;
19/2/2025 16:00:00;;;Mendoza1;mza27;MZA 27;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";14;"0";"0";"0";304;"0";3;1;602;"0";216;"0";673;"0";"0";"0";"0";"0";"0";"0";"0";"0";673;"0,373611666666667";1127;"0,727523483391116";"0,534143267532831";"0,0012487815953717";"0,269605560625774";58,8571428571429;43,0714285714286;19;1;"0";40;"0";"0";"0";"0";"0";1;14;"0";"0";;15;1;"0,0666666666666667";3,19432120674357;2575;
19/2/2025 16:00:00;;;Mendoza1;mza28;MZA 28;1800;"0";"0";"0";"0";"0";"0";"0";4;1;27;"0";"0";"0";475;"0";8;21;749;"0";198;"0";"0";"0";"0";"0";"0";348;"0";"0";"0";"0";348;"0,193207777777778";1452;"0,666857637860774";"0,515655965393816";"0,0145280417786212";"0,327382928001564";31,5161290322581;24,1612903225806;32;"0";"0";45;"0";"0";"0";"0";"0";3;25;"0";"0";;28;1;"0,107142857142857";7,43801652892562;2881;
19/2/2025 16:00:00;;;Mendoza1;mza30;MZA 30;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";7;"0";"0";"0";120;"0";1;1;854;"0";99;"0";132;"0";"0";"0";"0";592;"0";"0";"0";"0";724;"0,402265";1076;"0,887055114538866";"0,79411537814509";"0,000607850190022892";"0,111593487638056";136,571428571429;122;10;"0";"0";33;"0";"0";"0";"0";"0";3;4;"0";"0";;7;1;"0,428571428571429";10,0371747211896;2578;
19/2/2025 16:00:00;;;Mendoza1;mza32;MZA 32;1800;"0";"0";"0";"0";"0";"0";"0";"0";1;24;"0";"0";"0";430;"0";5;2;773;"0";525;"0";65;"0";"0";"0";"0";"0";"0";"0";"0";"0";65;"0,0361222222222222";1735;"0,749262815709691";"0,445354989682878";"0,00143114041660423";"0,247683546784401";54,375;32,2083333333333;26;"0";"0";47;"0";"0";"0";"0";"0";5;20;"0";"0";;25;1;"0,2";10,3746397694524;2580;
19/2/2025 16:00:00;;;Mendoza1;mza38;MZA 38;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";32;"0";"0";"0";593;"0";7;3;664;"0";430;"0";102;"0";"0";"0";"0";"0";"0";"0";"0";"0";102;"0,0566377777777778";1698;"0,646446634143124";"0,391279536786859";"0,00192338043829046";"0,349359736922073";34,53125;20,75;33;"0";"0";40;"0";"0";"0";"0";"0";25;6;"0";"0";;31;1;"0,806451612903226";53,0035335689046;2782;
19/2/2025 16:00:00;;;Mendoza1;mza39;MZA 39;1800;"0";"0";"0";"0";"0";"0";"0";4;"0";24;"0";"0";"0";426;"0";22;12;678;"0";284;"0";242;"0";"0";"0";"0";136;"0";"0";"0";"0";378;"0,210010555555556";1422;"0,684800992418323";"0,477121002320003";"0,00817802769516611";"0,299461807154948";35,5714285714286;24,2142857142857;29;"0";"0";63;"0";"0";"0";"0";"0";"0";24;"0";"0";;24;1;"0";"0";2832;
19/2/2025 16:00:00;;;Mendoza1;mza40;MZA 40;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";33;"0";"0";"0";522;"0";7;3;1085;"0";177;6;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1794;"0,705175004291233";"0,604847644503097";"0,00179395838952805";"0,290934463395224";38,5454545454545;32,8787878787879;33;"0";1;41;"0";57;"0";"0";"0";17;15;"0";"0";;32;1;"0,53125";34,1137123745819;2833;
19/2/2025 16:00:00;;;Mendoza1;mza42;MZA 42;1441;"0";"0";"0";"0";"0";"0";"0";"0";"0";20;"0";"0";359;384;"0";4;2;201;"0";70;13;"0";"0";"0";766;"0";"0";"0";"0";"0";"0";766;"0,531457914093401";662;"0,412791601924962";"0,303616324422761";"0,00313780205874847";"0,580555291303698";13,9;10,05;26;"0";1;39;"0";13;"0";"0";"0";20;"0";"0";"0";;20;1;1;108,761329305136;2858;
19/2/2025 16:00:00;;;Mendoza1;mza43;MZA 43;1771;"0";"0";"0";"0";"0";"0";"0";4;"0";14;"0";"0";29;254;"0";5;14;958;"0";462;77;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1693;"0,846946289246453";"0,565950220165728";"0,00807441642943566";"0,150137850849455";79,9444444444444;53,2222222222222;18;"0";3;32;"0";59;"0";"0";"0";7;10;"0";"0";;17;1;"0,411764705882353";14,8848198464265;2859;
19/2/2025 16:00:00;;;Mendoza1;mza44;MZA 44;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";23;"0";"0";"0";408;"0";5;2;864;"0";520;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1800;"0,77038";"0,480005555555556";"0,00127555555555556";"0,226773333333333";60,5217391304348;37,5652173913044;23;"0";"0";47;"0";"0";"0";"0";"0";22;"0";"0";"0";;22;1;1;44;2993;
19/2/2025 16:00:00;;;Mendoza1;mza45;MZA 45;1742;"0";"0";"0";"0";"0";"0";"0";"0";"0";18;"0";"0";58;370;"0";4;2;842;"0";524;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1742;"0,785481170034864";"0,483573689198941";"0,00107696573515254";"0,212222527757988";76,2222222222222;46,7777777777778;19;"0";"0";42;"0";"0";"0";"0";"0";"0";17;"0";"0";;17;1;"0";"0";2994;
19/2/2025 16:00:00;;;Mendoza1;mza46;MZA 46;1800;"0";"0";"0";"0";"0";"0";"0";2;"0";10;"0";"0";"0";187;"0";4;9;1220;"0";345;34;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1766;"0,891843033759408";"0,691005419854678";"0,00537171594751179";"0,106005448171578";131,583333333333;101,666666666667;11;"0";1;52;"0";34;"0";"0";"0";10;2;"0";"0";;12;1;"0,833333333333333";20,3850509626274;2995;
19/2/2025 16:00:00;;;Mendoza1;mza47;MZA 47;1576;"0";"0";"0";"0";"0";"0";"0";1;"0";9;"0";"0";224;173;"0";3;11;907;"0";463;6;"0";"0";"0";"0";"0";13;"0";"0";"0";"0";13;"0,00794122088102697";1557;"0,886755971779054";"0,582462532500515";"0,00675342888864773";"0,111368325474561";138,4;90,7;12;"0";1;27;"0";6;"0";"0";"0";1;7;"0";"0";;8;1;"0,125";2,3121387283237;2996;
19/2/2025 16:00:00;;;Mendoza1;mza48;MZA 48;1353;"0";"0";"0";"0";"0";"0";"0";"0";"0";24;"0";"0";447;372;"0";5;2;527;"0";421;26;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1327;"0,71608006124245";"0,396911053780034";"0,00167196108452181";"0,280105094696741";39,7916666666667;21,9583333333333;25;"0";2;34;"0";19;"0";"0";"0";"0";22;"0";"0";;22;1;"0";"0";3208;
19/2/2025 16:00:00;;;Mendoza1;mza49;MZA 49;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";30;"0";"0";"0";521;"0";7;3;809;"0";460;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1800;"0,706618333333333";"0,449651666666667";"0,00158666666666667";"0,289447777777778";42,6333333333333;26,9666666666667;30;"0";"0";56;"0";"0";"0";"0";"0";1;27;"0";"0";;28;1;"0,0357142857142857";2;3209;
19/2/2025 16:00:00;;;Mendoza1;mza5;MZA 5;1791;"0";"0";"0";"0";"0";"0";"0";"0";"0";33;"0";"0";9;506;"0";7;3;779;"0";291;27;"0";"0";"0";"0";"0";178;"0";"0";"0";"0";178;"0,0993922360754731";1586;"0,676326775129272";"0,491002648505486";"0,00188359187791651";"0,319151217051331";32,7272727272727;23,6060606060606;38;"0";1;55;"0";27;"0";"0";"0";9;22;"0";"0";;31;1;"0,290322580645161";20,4287515762926;2216;
19/2/2025 16:00:00;;;Mendoza1;mza7;MZA 7;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";14;"0";"0";"0";255;"0";3;1;435;"0";452;"0";171;"0";"0";"0";"0";483;"0";"0";"0";"0";654;"0,363123333333333";1146;"0,774908450790228";"0,37982672382059";"0,00114709109909646";"0,22235335988653";63,6428571428571;31,0714285714286;19;"0";"0";33;"0";"0";"0";"0";"0";10;5;"0";"0";;15;1;"0,666666666666667";31,413612565445;2218;
19/2/2025 16:00:00;;;Mendoza1;mza8;MZA 8;1176;"0";"0";"0";"0";"0";"0";"0";"0";"0";5;"0";"0";624;97;"0";1;1;201;"0";47;10;819;"0";"0";"0";"0";"0";"0";"0";"0";"0";819;"0,696408273544907";348;"0,717477627830691";"0,579521192415043";"0,00175812160101286";"0,279690961931344";50;40,2;8;"0";1;24;"0";10;"0";"0";"0";"0";5;"0";"0";;5;1;"0";"0";2219;
19/2/2025 16:00:00;;;Mendoza1;mza9;MZA 9;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";19;"0";"0";"0";357;"0";4;2;635;"0";549;"0";"0";"0";"0";"0";"0";253;"0";"0";"0";"0";253;"0,140299444444444";1547;"0,766520771767431";"0,410562204798699";"0,00143137694584872";"0,230931183403007";62,6315789473684;33,4210526315789;20;"0";"0";36;"0";"0";"0";"0";"0";"0";19;"0";"0";;19;1;"0";"0";2220;
19/2/2025 16:30:00;;;Mendoza1;mza12;MZA 12;1800;"0";"0";"0";"0";"0";"0";"0";"0";"0";28;"0";"0";"0";369;"0";7;3;789;"0";632;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";1800;"0,791427777777778";"0,438568888888889";"0,00164";"0,204796111111111";51,1071428571429;28,1785714285714;28;"0";"0";33;"0";"0";"0";"0";"0";13;16;"0";"0";;29;1;"0,448275862068966";26;2234;
